# this is a map:
# type, action, material, direction = file, sequence index, start, duration
*,*,*,*=10, 0, 0, 1
BEARER, WALKING, SPEAR, NORTH_EAST = 10, 23, 36, 12
BEARER, WALKING, SPEAR, EAST       = 10, 23, 48, 12
BEARER, WALKING, SPEAR, SOUTH_EAST = 10, 23, 60, 12
BEARER, WALKING, SWORD, SOUTH_WEST = 10, 24, 0, 12
BEARER, WALKING, SWORD, WEST       = 10, 24, 12, 12
BEARER, WALKING, SWORD, NORTH_WEST = 10, 24, 24, 12
BEARER, WALKING, SWORD, NORTH_EAST = 10, 24, 36, 12
BEARER, WALKING, SWORD, EAST       = 10, 24, 48, 12
BEARER, WALKING, SWORD, SOUTH_EAST = 10, 24, 60, 12

BEARER, WALKING, AXE, SOUTH_WEST = 10, 35, 0, 12
BEARER, WALKING, AXE, WEST       = 10, 35, 12, 12
BEARER, WALKING, AXE, NORTH_WEST = 10, 35, 24, 12
BEARER, WALKING, AXE, NORTH_EAST = 10, 35, 36, 12
BEARER, WALKING, AXE, EAST       = 10, 35, 48, 12
BEARER, WALKING, AXE, SOUTH_EAST = 10, 35, 60, 12
BEARER, WALKING, WINE, SOUTH_WEST = 10, 54, 0, 12
BEARER, WALKING, WINE, WEST       = 10, 54, 12, 12
BEARER, WALKING, WINE, NORTH_WEST = 10, 54, 24, 12
BEARER, WALKING, WINE, NORTH_EAST = 10, 54, 36, 12
BEARER, WALKING, WINE, EAST       = 10, 54, 48, 12
BEARER, WALKING, WINE, SOUTH_EAST = 10, 54, 60, 12


BEARER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 10, 0,  0, 1
BEARER, NO_ACTION, NO_MATERIAL, WEST       = 10, 0, 12, 1
BEARER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 10, 0, 24, 1
BEARER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 10, 0, 36, 1
BEARER, NO_ACTION, NO_MATERIAL, EAST       = 10, 0, 48, 1
BEARER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 10, 0, 60, 1
BEARER, NO_ACTION, PLANK, SOUTH_WEST = 10, 1, 0, 1
BEARER, NO_ACTION, PLANK, WEST       = 10, 1, 12, 1
BEARER, NO_ACTION, PLANK, NORTH_WEST = 10, 1, 24, 1
BEARER, NO_ACTION, PLANK, NORTH_EAST = 10, 1, 36, 1
BEARER, NO_ACTION, PLANK, EAST       = 10, 1, 48, 1
BEARER, NO_ACTION, PLANK, SOUTH_EAST = 10, 1, 60, 1
BEARER, NO_ACTION, STONE, SOUTH_WEST = 10, 2, 0, 1
BEARER, NO_ACTION, STONE, WEST       = 10, 2, 12, 1
BEARER, NO_ACTION, STONE, NORTH_WEST = 10, 2, 24, 1
BEARER, NO_ACTION, STONE, NORTH_EAST = 10, 2, 36, 1
BEARER, NO_ACTION, STONE, EAST       = 10, 2, 48, 1
BEARER, NO_ACTION, STONE, SOUTH_EAST = 10, 2, 60, 1
BEARER, NO_ACTION, PIG, SOUTH_WEST = 10, 3, 0, 1
BEARER, NO_ACTION, PIG, WEST       = 10, 3, 12, 1
BEARER, NO_ACTION, PIG, NORTH_WEST = 10, 3, 24, 1
BEARER, NO_ACTION, PIG, NORTH_EAST = 10, 3, 36, 1
BEARER, NO_ACTION, PIG, EAST       = 10, 3, 48, 1
BEARER, NO_ACTION, PIG, SOUTH_EAST = 10, 3, 60, 1
BEARER, NO_ACTION, TRUNK, SOUTH_WEST = 10, 4, 0, 1
BEARER, NO_ACTION, TRUNK, WEST       = 10, 4, 12, 1
BEARER, NO_ACTION, TRUNK, NORTH_WEST = 10, 4, 24, 1
BEARER, NO_ACTION, TRUNK, NORTH_EAST = 10, 4, 36, 1
BEARER, NO_ACTION, TRUNK, EAST       = 10, 4, 48, 1
BEARER, NO_ACTION, TRUNK, SOUTH_EAST = 10, 4, 60, 1
BEARER, NO_ACTION, BREAD, SOUTH_WEST = 10, 5, 0, 1
BEARER, NO_ACTION, BREAD, WEST       = 10, 5, 12, 1
BEARER, NO_ACTION, BREAD, NORTH_WEST = 10, 5, 24, 1
BEARER, NO_ACTION, BREAD, NORTH_EAST = 10, 5, 36, 1
BEARER, NO_ACTION, BREAD, EAST       = 10, 5, 48, 1
BEARER, NO_ACTION, BREAD, SOUTH_EAST = 10, 5, 60, 1
BEARER, NO_ACTION, COAL, SOUTH_WEST = 10, 6, 0, 1
BEARER, NO_ACTION, COAL, WEST       = 10, 6, 12, 1
BEARER, NO_ACTION, COAL, NORTH_WEST = 10, 6, 24, 1
BEARER, NO_ACTION, COAL, NORTH_EAST = 10, 6, 36, 1
BEARER, NO_ACTION, COAL, EAST       = 10, 6, 48, 1
BEARER, NO_ACTION, COAL, SOUTH_EAST = 10, 6, 60, 1
BEARER, NO_ACTION, GOLDORE, SOUTH_WEST = 10, 7, 0, 1
BEARER, NO_ACTION, GOLDORE, WEST       = 10, 7, 12, 1
BEARER, NO_ACTION, GOLDORE, NORTH_WEST = 10, 7, 24, 1
BEARER, NO_ACTION, GOLDORE, NORTH_EAST = 10, 7, 36, 1
BEARER, NO_ACTION, GOLDORE, EAST       = 10, 7, 48, 1
BEARER, NO_ACTION, GOLDORE, SOUTH_EAST = 10, 7, 60, 1
BEARER, NO_ACTION, IRONORE, SOUTH_WEST = 10, 8, 0, 1
BEARER, NO_ACTION, IRONORE, WEST       = 10, 8, 12, 1
BEARER, NO_ACTION, IRONORE, NORTH_WEST = 10, 8, 24, 1
BEARER, NO_ACTION, IRONORE, NORTH_EAST = 10, 8, 36, 1
BEARER, NO_ACTION, IRONORE, EAST       = 10, 8, 48, 1
BEARER, NO_ACTION, IRONORE, SOUTH_EAST = 10, 8, 60, 1
BEARER, NO_ACTION, FISH, SOUTH_WEST = 10, 9, 0, 1
BEARER, NO_ACTION, FISH, WEST       = 10, 9, 12, 1
BEARER, NO_ACTION, FISH, NORTH_WEST = 10, 9, 24, 1
BEARER, NO_ACTION, FISH, NORTH_EAST = 10, 9, 36, 1
BEARER, NO_ACTION, FISH, EAST       = 10, 9, 48, 1
BEARER, NO_ACTION, FISH, SOUTH_EAST = 10, 9, 60, 1
BEARER, NO_ACTION, MEAT, SOUTH_WEST = 10, 10, 0, 1
BEARER, NO_ACTION, MEAT, WEST       = 10, 10, 12, 1
BEARER, NO_ACTION, MEAT, NORTH_WEST = 10, 10, 24, 1
BEARER, NO_ACTION, MEAT, NORTH_EAST = 10, 10, 36, 1
BEARER, NO_ACTION, MEAT, EAST       = 10, 10, 48, 1
BEARER, NO_ACTION, MEAT, SOUTH_EAST = 10, 10, 60, 1
BEARER, NO_ACTION, CROP, SOUTH_WEST = 10, 11, 0, 1
BEARER, NO_ACTION, CROP, WEST       = 10, 11, 12, 1
BEARER, NO_ACTION, CROP, NORTH_WEST = 10, 11, 24, 1
BEARER, NO_ACTION, CROP, NORTH_EAST = 10, 11, 36, 1
BEARER, NO_ACTION, CROP, EAST       = 10, 11, 48, 1
BEARER, NO_ACTION, CROP, SOUTH_EAST = 10, 11, 60, 1
BEARER, NO_ACTION, FLOUR, SOUTH_WEST = 10, 12, 0, 1
BEARER, NO_ACTION, FLOUR, WEST       = 10, 12, 12, 1
BEARER, NO_ACTION, FLOUR, NORTH_WEST = 10, 12, 24, 1
BEARER, NO_ACTION, FLOUR, NORTH_EAST = 10, 12, 36, 1
BEARER, NO_ACTION, FLOUR, EAST       = 10, 12, 48, 1
BEARER, NO_ACTION, FLOUR, SOUTH_EAST = 10, 12, 60, 1
BEARER, NO_ACTION, IRON, SOUTH_WEST = 10, 13, 0, 1
BEARER, NO_ACTION, IRON, WEST       = 10, 13, 12, 1
BEARER, NO_ACTION, IRON, NORTH_WEST = 10, 13, 24, 1
BEARER, NO_ACTION, IRON, NORTH_EAST = 10, 13, 36, 1
BEARER, NO_ACTION, IRON, EAST       = 10, 13, 48, 1
BEARER, NO_ACTION, IRON, SOUTH_EAST = 10, 13, 60, 1
BEARER, NO_ACTION, GOLD, SOUTH_WEST = 10, 14, 0, 1
BEARER, NO_ACTION, GOLD, WEST       = 10, 14, 12, 1
BEARER, NO_ACTION, GOLD, NORTH_WEST = 10, 14, 24, 1
BEARER, NO_ACTION, GOLD, NORTH_EAST = 10, 14, 36, 1
BEARER, NO_ACTION, GOLD, EAST       = 10, 14, 48, 1
BEARER, NO_ACTION, GOLD, SOUTH_EAST = 10, 14, 60, 1
BEARER, NO_ACTION, WATER, SOUTH_WEST = 10, 15, 0, 1
BEARER, NO_ACTION, WATER, WEST       = 10, 15, 12, 1
BEARER, NO_ACTION, WATER, NORTH_WEST = 10, 15, 24, 1
BEARER, NO_ACTION, WATER, NORTH_EAST = 10, 15, 36, 1
BEARER, NO_ACTION, WATER, EAST       = 10, 15, 48, 1
BEARER, NO_ACTION, WATER, SOUTH_EAST = 10, 15, 60, 1
BEARER, NO_ACTION, HAMMER, SOUTH_WEST = 10, 16, 0, 1
BEARER, NO_ACTION, HAMMER, WEST       = 10, 16, 12, 1
BEARER, NO_ACTION, HAMMER, NORTH_WEST = 10, 16, 24, 1
BEARER, NO_ACTION, HAMMER, NORTH_EAST = 10, 16, 36, 1
BEARER, NO_ACTION, HAMMER, EAST       = 10, 16, 48, 1
BEARER, NO_ACTION, HAMMER, SOUTH_EAST = 10, 16, 60, 1
BEARER, NO_ACTION, PICK, SOUTH_WEST = 10, 17, 0, 1
BEARER, NO_ACTION, PICK, WEST       = 10, 17, 12, 1
BEARER, NO_ACTION, PICK, NORTH_WEST = 10, 17, 24, 1
BEARER, NO_ACTION, PICK, NORTH_EAST = 10, 17, 36, 1
BEARER, NO_ACTION, PICK, EAST       = 10, 17, 48, 1
BEARER, NO_ACTION, PICK, SOUTH_EAST = 10, 17, 60, 1
BEARER, NO_ACTION, FISHINGROD, SOUTH_WEST = 10, 18, 0, 1
BEARER, NO_ACTION, FISHINGROD, WEST       = 10, 18, 12, 1
BEARER, NO_ACTION, FISHINGROD, NORTH_WEST = 10, 18, 24, 1
BEARER, NO_ACTION, FISHINGROD, NORTH_EAST = 10, 18, 36, 1
BEARER, NO_ACTION, FISHINGROD, EAST       = 10, 18, 48, 1
BEARER, NO_ACTION, FISHINGROD, SOUTH_EAST = 10, 18, 60, 1
BEARER, NO_ACTION, SCYTHE, SOUTH_WEST = 10, 19, 0, 1
BEARER, NO_ACTION, SCYTHE, WEST       = 10, 19, 12, 1
BEARER, NO_ACTION, SCYTHE, NORTH_WEST = 10, 19, 24, 1
BEARER, NO_ACTION, SCYTHE, NORTH_EAST = 10, 19, 36, 1
BEARER, NO_ACTION, SCYTHE, EAST       = 10, 19, 48, 1
BEARER, NO_ACTION, SCYTHE, SOUTH_EAST = 10, 19, 60, 1
BEARER, NO_ACTION, SAW, SOUTH_WEST = 10, 20, 0, 1
BEARER, NO_ACTION, SAW, WEST       = 10, 20, 12, 1
BEARER, NO_ACTION, SAW, NORTH_WEST = 10, 20, 24, 1
BEARER, NO_ACTION, SAW, NORTH_EAST = 10, 20, 36, 1
BEARER, NO_ACTION, SAW, EAST       = 10, 20, 48, 1
BEARER, NO_ACTION, SAW, SOUTH_EAST = 10, 20, 60, 1
BEARER, NO_ACTION, BLADE, SOUTH_WEST = 10, 21, 0, 1
BEARER, NO_ACTION, BLADE, WEST       = 10, 21, 12, 1
BEARER, NO_ACTION, BLADE, NORTH_WEST = 10, 21, 24, 1
BEARER, NO_ACTION, BLADE, NORTH_EAST = 10, 21, 36, 1
BEARER, NO_ACTION, BLADE, EAST       = 10, 21, 48, 1
BEARER, NO_ACTION, BLADE, SOUTH_EAST = 10, 21, 60, 1
BEARER, NO_ACTION, BOW, SOUTH_WEST = 10, 22, 0, 1
BEARER, NO_ACTION, BOW, WEST       = 10, 22, 12, 1
BEARER, NO_ACTION, BOW, NORTH_WEST = 10, 22, 24, 1
BEARER, NO_ACTION, BOW, NORTH_EAST = 10, 22, 36, 1
BEARER, NO_ACTION, BOW, EAST       = 10, 22, 48, 1
BEARER, NO_ACTION, BOW, SOUTH_EAST = 10, 22, 60, 1
BEARER, NO_ACTION, SPEAR, SOUTH_WEST = 10, 23, 0, 1
BEARER, NO_ACTION, SPEAR, WEST       = 10, 23, 12, 1
BEARER, NO_ACTION, SPEAR, NORTH_WEST = 10, 23, 24, 1
BEARER, NO_ACTION, SPEAR, NORTH_EAST = 10, 23, 36, 1
BEARER, NO_ACTION, SPEAR, EAST       = 10, 23, 48, 1
BEARER, NO_ACTION, SPEAR, SOUTH_EAST = 10, 23, 60, 1
BEARER, NO_ACTION, SWORD, SOUTH_WEST = 10, 24, 0, 1
BEARER, NO_ACTION, SWORD, WEST       = 10, 24, 12, 1
BEARER, NO_ACTION, SWORD, NORTH_WEST = 10, 24, 24, 1
BEARER, NO_ACTION, SWORD, NORTH_EAST = 10, 24, 36, 1
BEARER, NO_ACTION, SWORD, EAST       = 10, 24, 48, 1
BEARER, NO_ACTION, SWORD, SOUTH_EAST = 10, 24, 60, 1

BEARER, NO_ACTION, AXE, SOUTH_WEST = 10, 35, 0, 1
BEARER, NO_ACTION, AXE, WEST       = 10, 35, 12, 1
BEARER, NO_ACTION, AXE, NORTH_WEST = 10, 35, 24, 1
BEARER, NO_ACTION, AXE, NORTH_EAST = 10, 35, 36, 1
BEARER, NO_ACTION, AXE, EAST       = 10, 35, 48, 1
BEARER, NO_ACTION, AXE, SOUTH_EAST = 10, 35, 60, 1
BEARER, NO_ACTION, WINE, SOUTH_WEST = 10, 54, 0, 1
BEARER, NO_ACTION, WINE, WEST       = 10, 54, 12, 1
BEARER, NO_ACTION, WINE, NORTH_WEST = 10, 54, 24, 1
BEARER, NO_ACTION, WINE, NORTH_EAST = 10, 54, 36, 1
BEARER, NO_ACTION, WINE, EAST       = 10, 54, 48, 1
BEARER, NO_ACTION, WINE, SOUTH_EAST = 10, 54, 60, 1

BEARER, TAKE, *, SOUTH_WEST = 10, 48, 0, 9
BEARER, TAKE, *, WEST       = 10, 48, 0, 9
BEARER, TAKE, *, NORTH_WEST = 10, 48, 0, 9
BEARER, TAKE, *, NORTH_EAST = 10, 48, 0, 9
BEARER, TAKE, *, EAST       = 10, 48, 0, 9
BEARER, TAKE, *, SOUTH_EAST = 10, 48, 0, 9

BEARER, DROP, *, SOUTH_WEST = 10, 25, 0, 4
BEARER, DROP, *, WEST       = 10, 25, 4, 4
BEARER, DROP, *, NORTH_WEST = 10, 25, 8, 4
BEARER, DROP, *, NORTH_EAST = 10, 25, 12, 4
BEARER, DROP, *, EAST       = 10, 25, 16, 4
BEARER, DROP, *, SOUTH_EAST = 10, 25, 20, 4

BEARER, DROP, PLANK, SOUTH_WEST = 10, 26, 0, 4
BEARER, DROP, PLANK, WEST       = 10, 26, 4, 4
BEARER, DROP, PLANK, NORTH_WEST = 10, 26, 8, 4
BEARER, DROP, PLANK, NORTH_EAST = 10, 26, 12, 4
BEARER, DROP, PLANK, EAST       = 10, 26, 16, 4
BEARER, DROP, PLANK, SOUTH_EAST = 10, 26, 20, 4
BEARER, DROP, TRUNK, SOUTH_WEST = 10, 27, 0, 4
BEARER, DROP, TRUNK, WEST       = 10, 27, 4, 4
BEARER, DROP, TRUNK, NORTH_WEST = 10, 27, 8, 4
BEARER, DROP, TRUNK, NORTH_EAST = 10, 27, 12, 4
BEARER, DROP, TRUNK, EAST       = 10, 27, 16, 4
BEARER, DROP, TRUNK, SOUTH_EAST = 10, 27, 20, 4
BEARER, DROP, STONE, SOUTH_WEST = 10, 28, 0, 4
BEARER, DROP, STONE, WEST       = 10, 28, 4, 4
BEARER, DROP, STONE, NORTH_WEST = 10, 28, 8, 4
BEARER, DROP, STONE, NORTH_EAST = 10, 28, 12, 4
BEARER, DROP, STONE, EAST       = 10, 28, 16, 4
BEARER, DROP, STONE, SOUTH_EAST = 10, 28, 20, 4
BEARER, DROP, MEAT, SOUTH_WEST = 10, 29, 0, 4
BEARER, DROP, MEAT, WEST       = 10, 29, 4, 4
BEARER, DROP, MEAT, NORTH_WEST = 10, 29, 8, 4
BEARER, DROP, MEAT, NORTH_EAST = 10, 29, 12, 4
BEARER, DROP, MEAT, EAST       = 10, 29, 16, 4
BEARER, DROP, MEAT, SOUTH_EAST = 10, 29, 20, 4
BEARER, DROP, PIG, SOUTH_WEST = 10, 30, 0, 4
BEARER, DROP, PIG, WEST       = 10, 30, 4, 4
BEARER, DROP, PIG, NORTH_WEST = 10, 30, 8, 4
BEARER, DROP, PIG, NORTH_EAST = 10, 30, 12, 4
BEARER, DROP, PIG, EAST       = 10, 30, 16, 4
BEARER, DROP, PIG, SOUTH_EAST = 10, 30, 20, 4
BEARER, DROP, FLOUR, SOUTH_WEST = 10, 31, 0, 4
BEARER, DROP, FLOUR, WEST       = 10, 31, 4, 4
BEARER, DROP, FLOUR, NORTH_WEST = 10, 31, 8, 4
BEARER, DROP, FLOUR, NORTH_EAST = 10, 31, 12, 4
BEARER, DROP, FLOUR, EAST       = 10, 31, 16, 4
BEARER, DROP, FLOUR, SOUTH_EAST = 10, 31, 20, 4

# wrong animation frames (not found in the GFX) maybe use BEARER, DROP, *, ...
#BEARER, DROP, COAL, SOUTH_WEST = 10, 32, 0, 4
#BEARER, DROP, COAL, WEST       = 10, 32, 4, 4
#BEARER, DROP, COAL, NORTH_WEST = 10, 32, 8, 4
#BEARER, DROP, COAL, NORTH_EAST = 10, 32, 12, 4
#BEARER, DROP, COAL, EAST       = 10, 32, 16, 4
#BEARER, DROP, COAL, SOUTH_EAST = 10, 32, 20, 4
#BEARER, DROP, GOLDORE, SOUTH_WEST = 10, 33, 0, 4
#BEARER, DROP, GOLDORE, WEST       = 10, 33, 4, 4
#BEARER, DROP, GOLDORE, NORTH_WEST = 10, 33, 8, 4
#BEARER, DROP, GOLDORE, NORTH_EAST = 10, 33, 12, 4
